,playerName,team,rating,region,agent,playerCategory,playerStatistics.average_combat_score,playerStatistics.kill_deaths,playerStatistics.kill_assists_survived_traded,playerStatistics.average_damage_per_round,playerStatistics.kills_per_round,playerStatistics.assists_per_round,playerStatistics.first_kills_per_round,playerStatistics.first_deaths_per_round,playerStatistics.headshot_percentage,playerStatistics.clutch_success_percentage
0,Kouf,AMB,1.53,Americas,"['reyna', 'kayo']",vct-challengers,298.0,1.48,74%,185.9,1.03,0.36,0.13,0.03,35%,15%
1,nelu,63,1.31,Americas,"['viper', 'sova', 'breach']",vct-challengers,266.7,1.15,75%,182.0,0.86,0.40,0.06,0.06,30%,21%
2,welyy,Blue,1.31,Americas,"['sova', 'fade', 'breach']",vct-challengers,240.9,1.26,74%,164.1,0.82,0.39,0.07,0.04,27%,10%
3,ShoT_UP,TOR,1.29,Americas,"['skye', 'astra', 'killjoy']",vct-challengers,240.2,1.25,78%,158.6,0.82,0.40,0.06,0.06,25%,25%
4,mada,NRG,1.26,Americas,"['raze', 'jett', 'reyna']",vct-challengers,268.8,1.34,76%,172.9,0.93,0.19,0.24,0.13,26%,11%
5,MattyIce,Equi,1.26,Americas,"['chamber', 'cypher']",vct-challengers,256.5,1.27,58%,166.1,1.00,0.06,0.03,0.18,42%,17%
6,PapaSmurf,VEXO,1.24,Americas,"['viper', 'omen']",vct-challengers,247.3,1.19,81%,160.0,0.89,0.42,0.06,0.06,22%,10%
7,sonofcar,LS,1.24,Americas,"['chamber', 'raze', 'jett']",vct-challengers,257.6,1.32,75%,171.0,0.94,0.20,0.24,0.13,26%,24%
8,Sueiy,DXG,1.23,Americas,"['omen', 'astra']",vct-challengers,219.5,1.13,74%,144.6,0.86,0.45,0.07,0.10,34%,30%
9,florescent,SR,1.23,Americas,"['raze', 'jett']",vct-challengers,267.9,1.23,71%,178.2,0.92,0.22,0.17,0.14,26%,15%
10,kajsiab,43,1.22,Americas,['sova'],vct-challengers,230.0,1.00,67%,166.8,0.72,0.26,0.09,0.05,42%,
11,practo,Non-,1.22,Americas,"['sova', 'viper']",vct-challengers,246.3,1.17,69%,166.7,0.88,0.14,0.07,0.05,35%,13%
12,Suhnny,FLUX,1.22,Americas,"['gekko', 'fade']",vct-challengers,253.0,1.33,71%,157.9,0.95,0.21,0.07,0.07,28%,20%
13,Casual,Scrub,1.22,Americas,"['astra', 'omen']",vct-challengers,283.0,1.36,65%,175.0,1.05,0.12,0.05,0.09,39%,17%
14,Huso,FH,1.21,Americas,"['raze', 'jett']",vct-challengers,233.8,1.18,77%,156.2,0.82,0.21,0.16,0.09,21%,24%
15,moose,C9,1.21,Americas,"['cypher', 'killjoy']",vct-challengers,212.4,1.43,77%,140.8,0.77,0.25,0.10,0.05,22%,15%
16,Android,40,1.20,Americas,['viper'],vct-challengers,259.0,1.19,60%,173.5,0.95,0.18,0.15,0.05,25%,33%
17,Shondex,Blue,1.20,Americas,"['cypher', 'viper']",vct-challengers,232.5,1.52,71%,151.2,0.91,0.22,0.11,0.09,36%,
18,nabil,RESO,1.19,Americas,"['killjoy', 'cypher']",vct-challengers,230.9,1.29,76%,146.0,0.84,0.19,0.17,0.05,25%,25%
19,v1c,C9,1.19,Americas,"['omen', 'cypher', 'brimstone']",vct-challengers,225.7,1.27,78%,146.0,0.79,0.36,0.10,0.06,27%,10%
20,c4Lypso,TU,1.19,Americas,"['omen', 'viper', 'chamber']",vct-challengers,239.8,1.23,72%,154.9,0.86,0.29,0.12,0.09,33%,14%
21,Verno,NRG,1.18,Americas,"['killjoy', 'gekko', 'sova']",vct-challengers,199.5,1.28,76%,135.8,0.72,0.34,0.06,0.06,29%,18%
22,XXiF,QOR,1.18,Americas,"['viper', 'killjoy', 'cypher']",vct-challengers,219.4,1.27,75%,148.8,0.78,0.22,0.09,0.06,27%,13%
23,miniature,DTL,1.18,Americas,"['raze', 'reyna']",vct-challengers,253.0,1.14,64%,168.1,0.82,0.21,0.23,0.31,23%,29%
24,jeffie,ROSE,1.17,Americas,"['viper', 'cypher', 'killjoy']",vct-challengers,221.2,1.16,68%,152.2,0.76,0.28,0.08,0.07,36%,18%
25,brawk,MxS,1.17,Americas,"['killjoy', 'skye', 'gekko']",vct-challengers,205.3,1.21,76%,135.5,0.73,0.34,0.05,0.05,22%,14%
26,geeza,MU,1.17,Americas,"['killjoy', 'cypher', 'reyna']",vct-challengers,223.7,1.24,73%,150.4,0.86,0.14,0.11,0.08,32%,22%
27,Kyu,AMB,1.16,Americas,"['sova', 'fade', 'jett']",vct-challengers,233.7,1.19,75%,151.8,0.81,0.35,0.10,0.10,28%,15%
28,Neat,AOE,1.16,Americas,"['omen', 'brimstone']",vct-challengers,225.6,1.10,75%,146.3,0.78,0.32,0.04,0.06,19%,11%
29,Spaz,BLIN,1.16,Americas,"['viper', 'omen', 'astra']",vct-challengers,202.6,1.13,76%,130.6,0.69,0.46,0.07,0.07,21%,24%
30,Melvin,UCSD,1.15,Americas,['jett'],vct-challengers,275.5,1.15,65%,174.9,0.91,0.12,0.09,0.15,38%,
31,Simulate,LAG,1.15,Americas,['raze'],vct-challengers,238.5,1.14,65%,149.5,0.87,0.11,0.07,0.13,31%,33%
32,zeldris,QOR,1.15,Americas,"['jett', 'raze']",vct-challengers,257.6,1.23,73%,165.2,0.91,0.18,0.22,0.15,21%,10%
33,chase,Cudd,1.15,Americas,['viper'],vct-challengers,244.5,1.15,81%,158.4,0.90,0.24,0.07,0.05,27%,40%
34,noj,Yonk,1.15,Americas,"['sage', 'killjoy']",vct-challengers,201.5,1.03,62%,133.7,0.77,0.36,0.03,0.13,31%,29%
35,collin,38,1.14,Americas,"['jett', 'raze']",vct-challengers,278.5,1.16,71%,180.6,0.95,0.21,0.26,0.08,38%,
36,Bob,Blue,1.14,Americas,"['sova', 'skye', 'gekko']",vct-challengers,213.8,1.17,75%,143.7,0.76,0.30,0.09,0.05,31%,14%
37,Entri,Inst,1.14,Americas,"['jett', 'deadlock']",vct-challengers,220.0,1.07,67%,142.8,0.77,0.18,0.11,0.10,23%,24%
38,Timotino,ROSE,1.14,Americas,"['raze', 'harbor', 'jett']",vct-challengers,236.7,1.05,71%,160.1,0.82,0.18,0.09,0.13,30%,
39,penny,G2,1.13,Americas,"['raze', 'jett', 'reyna']",vct-challengers,239.9,1.18,73%,157.4,0.82,0.19,0.16,0.14,22%,14%
40,ensena,44,1.13,Americas,"['jett', 'chamber']",vct-challengers,226.5,1.03,73%,149.0,0.77,0.18,0.18,0.18,26%,
41,zander,100T,1.13,Americas,"['viper', 'omen', 'brimstone']",vct-challengers,225.3,1.16,76%,142.6,0.79,0.40,0.11,0.10,27%,17%
42,Notexxd,LS,1.13,Americas,"['viper', 'omen', 'brimstone']",vct-challengers,216.0,1.14,76%,142.4,0.77,0.39,0.11,0.09,35%,22%
43,koalanoob,M80,1.12,Americas,"['omen', 'jett', 'raze']",vct-challengers,233.3,1.20,73%,147.2,0.82,0.25,0.19,0.13,21%,15%
44,ducq,Pros,1.12,Americas,"['killjoy', 'sage', 'kayo']",vct-challengers,232.3,1.00,63%,163.4,0.77,0.32,0.08,0.11,22%,15%
45,Cactus,CCG,1.12,Americas,"['killjoy', 'cypher']",vct-challengers,236.3,1.23,69%,158.5,0.87,0.14,0.13,0.06,23%,
46,bao,LS,1.11,Americas,"['clove', 'chamber', 'brimstone']",vct-challengers,233.1,1.12,75%,147.4,0.82,0.30,0.10,0.09,27%,21%
47,Ksiaze,SC,1.11,Americas,"['jett', 'raze']",vct-challengers,239.2,1.13,65%,155.1,0.86,0.12,0.19,0.12,29%,15%
48,mikeE,BLIN,1.11,Americas,"['killjoy', 'cypher', 'jett']",vct-challengers,213.9,1.16,74%,143.2,0.78,0.22,0.10,0.07,32%,10%
49,jcrueL,NBG,1.11,Americas,"['viper', 'brimstone', 'omen']",vct-challengers,209.8,1.09,74%,137.4,0.73,0.37,0.07,0.08,21%,23%
50,evolution,41,1.11,Americas,"['chamber', 'jett']",vct-challengers,224.5,0.97,56%,163.8,0.80,0.15,0.15,0.22,30%,25%
51,Katashio,CVU.NBG,1.11,Americas,"['jett', 'raze']",vct-challengers,224.8,1.13,74%,148.7,0.76,0.22,0.14,0.13,19%,13%
52,corey,DZ,1.11,Americas,"['neon', 'yoru', 'kayo']",vct-challengers,223.5,1.11,73%,150.3,0.78,0.29,0.15,0.13,28%,16%
53,skuba,OXG,1.10,Americas,"['omen', 'astra', 'brimstone']",vct-challengers,196.2,1.13,76%,123.8,0.72,0.36,0.07,0.07,28%,16%
54,velis,RESO,1.10,Americas,"['brimstone', 'viper', 'omen']",vct-challengers,196.4,1.06,76%,132.3,0.69,0.45,0.07,0.07,25%,14%
55,Ignite,Shif,1.10,Americas,"['sova', 'sage']",vct-challengers,217.5,1.03,68%,149.4,0.81,0.24,0.03,0.08,29%,18%
56,Pa1nt,BLIN,1.09,Americas,"['yoru', 'jett', 'raze']",vct-challengers,252.4,1.17,71%,158.7,0.88,0.15,0.24,0.19,27%,15%
57,Scottie,UCF.B,1.09,Americas,"['viper', 'killjoy']",vct-challengers,232.8,1.08,75%,162.7,0.80,0.25,0.13,0.11,27%,17%
58,kumi,FOE,1.09,Americas,"['raze', 'jett', 'brimstone']",vct-challengers,235.3,1.10,71%,155.3,0.83,0.21,0.19,0.14,26%,14%
59,gMd,TSM,1.08,Americas,"['omen', 'viper', 'brimstone']",vct-challengers,210.3,1.04,75%,136.9,0.73,0.38,0.08,0.07,29%,16%
60,redo,RB,1.08,Americas,"['viper', 'omen']",vct-challengers,219.5,0.93,68%,136.0,0.74,0.42,0.05,0.08,24%,20%
61,jowa,ENVE,1.08,Americas,"['sova', 'gekko', 'fade']",vct-challengers,200.0,0.96,71%,132.4,0.65,0.29,0.05,0.06,31%,19%
62,XnB,VLYN,1.08,Americas,"['kayo', 'breach', 'skye']",vct-challengers,189.9,0.96,75%,124.6,0.65,0.46,0.05,0.05,29%,13%
63,Shifty,CCG,1.08,Americas,"['astra', 'sova', 'viper']",vct-challengers,203.0,1.05,76%,135.0,0.74,0.33,0.06,0.08,24%,22%
64,Agr0,BZK,1.08,Americas,"['raze', 'jett']",vct-challengers,257.5,1.11,71%,164.1,0.90,0.20,0.22,0.15,32%,
65,roompa,AMB,1.08,Americas,"['sova', 'gekko', 'skye']",vct-challengers,210.4,1.07,73%,138.2,0.73,0.29,0.06,0.08,34%,14%
66,Jrmzie,CC,1.07,Americas,"['cypher', 'viper', 'gekko']",vct-challengers,223.6,1.03,71%,148.6,0.75,0.25,0.10,0.07,40%,7%
67,VYX,curs,1.07,Americas,"['brimstone', 'cypher', 'kayo']",vct-challengers,187.0,1.05,76%,123.6,0.65,0.39,0.06,0.06,26%,10%
68,Bobovo,IluZ,1.07,Americas,"['viper', 'jett', 'gekko']",vct-challengers,255.5,1.07,73%,157.9,0.90,0.09,0.21,0.18,18%,18%
69,Dark3st,SAD,1.07,Americas,"['viper', 'kayo', 'reyna']",vct-challengers,205.8,1.06,72%,132.3,0.73,0.35,0.09,0.09,27%,19%
70,Okeanos,BLIN,1.07,Americas,"['jett', 'raze', 'chamber']",vct-challengers,253.0,1.14,72%,160.1,0.88,0.20,0.23,0.16,26%,13%
71,WicK,UCSD,1.07,Americas,"['kayo', 'killjoy']",vct-challengers,249.5,0.86,79%,168.8,0.74,0.47,0.06,0.09,22%,
72,Nanners,LS,1.07,Americas,"['killjoy', 'cypher', 'viper']",vct-challengers,215.8,1.07,69%,144.0,0.75,0.25,0.10,0.11,25%,18%
73,Bull3ts,Lion,1.07,Americas,"['jett', 'neon']",vct-challengers,265.0,1.03,66%,181.3,0.95,0.11,0.24,0.18,46%,
74,Recoil,OREG,1.07,Americas,"['breach', 'kayo', 'viper']",vct-challengers,211.9,1.09,76%,139.4,0.74,0.35,0.04,0.05,34%,18%
75,ALEKSANDAR,MU,1.07,Americas,"['gekko', 'kayo', 'skye']",vct-challengers,211.8,1.04,73%,133.6,0.75,0.32,0.10,0.08,41%,15%
76,seven,TSM,1.07,Americas,"['skye', 'harbor', 'kayo']",vct-challengers,206.6,1.05,76%,136.4,0.72,0.35,0.08,0.09,23%,19%
77,chloric,FOE,1.06,Americas,"['breach', 'sova', 'kayo']",vct-challengers,175.9,1.01,76%,119.8,0.63,0.37,0.07,0.04,24%,16%
78,robot,RB,1.06,Americas,"['omen', 'brimstone', 'viper']",vct-challengers,222.6,1.10,70%,140.6,0.79,0.27,0.12,0.11,30%,22%
79,SwayZ,MU,1.06,Americas,"['reyna', 'jett', 'raze']",vct-challengers,230.0,1.07,68%,155.1,0.81,0.14,0.18,0.17,31%,14%
80,mitch,OXG,1.06,Americas,"['skye', 'kayo', 'breach']",vct-challengers,205.6,1.01,76%,131.8,0.67,0.51,0.11,0.10,26%,12%
81,Paincakes,FAIM,1.06,Americas,"['astra', 'omen', 'breach']",vct-challengers,208.6,1.04,74%,133.0,0.73,0.35,0.10,0.09,34%,18%
82,jakee,YFP,1.06,Americas,"['viper', 'omen', 'clove']",vct-challengers,206.3,1.08,77%,132.6,0.75,0.39,0.11,0.12,29%,18%
83,ExciteMVP,WVU,1.06,Americas,"['sova', 'gekko', 'chamber']",vct-challengers,182.4,1.10,71%,126.6,0.64,0.27,0.08,0.08,32%,16%
84,Pain,40,1.05,Americas,"['killjoy', 'cypher']",vct-challengers,229.0,1.10,68%,150.3,0.83,0.10,0.08,0.05,35%,11%
85,Reformed,EX-E,1.05,Americas,"['raze', 'yoru', 'killjoy']",vct-challengers,204.9,1.13,71%,137.7,0.74,0.18,0.09,0.07,26%,13%
86,wodahS,136,1.05,Americas,"['cypher', 'sova', 'gekko']",vct-challengers,212.8,1.03,65%,142.7,0.75,0.21,0.12,0.08,34%,10%
87,FireBallOps,0,1.05,Americas,"['killjoy', 'cypher']",vct-challengers,211.8,1.14,73%,149.4,0.79,0.19,0.08,0.10,37%,10%
88,stunna,VZ,1.05,Americas,"['raze', 'jett']",vct-challengers,238.0,1.21,68%,149.2,0.84,0.16,0.16,0.19,26%,25%
89,deseo,FAWZ,1.05,Americas,"['yoru', 'raze']",vct-challengers,223.0,0.93,62%,148.6,0.76,0.03,0.24,0.03,52%,
90,GaryDaSnail,Non-,1.05,Americas,"['cypher', 'killjoy']",vct-challengers,199.5,0.97,68%,133.9,0.70,0.15,0.03,0.03,29%,11%
91,cavern,MOBAP,1.04,Americas,"['gekko', 'sova', 'skye']",vct-challengers,194.6,1.05,73%,128.8,0.68,0.35,0.06,0.06,23%,18%
92,Boni,Burg,1.04,Americas,"['kayo', 'yoru', 'gekko']",vct-challengers,210.4,1.02,70%,139.2,0.74,0.33,0.11,0.13,26%,14%
93,Korsonix,TOR,1.04,Americas,"['viper', 'omen', 'cypher']",vct-challengers,207.8,1.08,72%,131.6,0.75,0.20,0.05,0.04,23%,5%
94,Reduxx,SEN,1.04,Americas,"['raze', 'jett', 'reyna']",vct-challengers,236.0,1.09,73%,148.9,0.81,0.17,0.19,0.16,22%,9%
95,bless,YDZ.B,1.03,Americas,"['omen', 'reyna']",vct-challengers,223.2,1.01,66%,139.0,0.83,0.22,0.12,0.08,27%,
96,TeKae,44,1.03,Americas,['skye'],vct-challengers,205.5,0.88,70%,130.2,0.64,0.43,0.11,0.11,25%,14%
97,Fair,SCC,1.03,Americas,"['raze', 'killjoy']",vct-challengers,250.0,1.09,63%,163.6,0.88,0.07,0.15,0.15,25%,25%
98,Neon,AMB,1.03,Americas,"['jett', 'raze']",vct-challengers,230.5,1.07,72%,146.7,0.79,0.17,0.13,0.17,15%,15%
99,D0V3S,Stay,1.03,Americas,"['viper', 'killjoy']",vct-challengers,231.0,1.03,68%,157.1,0.80,0.25,0.07,0.16,24%,
100,smiley,AMB,1.03,Americas,"['omen', 'breach', 'kayo']",vct-challengers,188.3,1.01,73%,121.3,0.65,0.43,0.07,0.09,31%,22%
101,Ange,MU,1.03,Americas,"['viper', 'omen', 'astra']",vct-challengers,204.1,0.98,74%,131.2,0.70,0.32,0.10,0.09,25%,17%
102,Rawkus,DZ,1.03,Americas,"['breach', 'viper', 'omen']",vct-challengers,168.7,0.97,74%,116.7,0.63,0.31,0.04,0.07,30%,13%
103,Frosty,33,1.03,Americas,"['cypher', 'killjoy']",vct-challengers,241.0,1.04,82%,157.6,0.88,0.21,0.09,0.09,29%,
104,andrew,RESO,1.03,Americas,"['raze', 'brimstone', 'jett']",vct-challengers,218.6,1.06,69%,144.2,0.79,0.15,0.12,0.15,27%,12%
105,wedid,DZ,1.03,Americas,"['omen', 'viper', 'brimstone']",vct-challengers,210.2,0.99,74%,137.3,0.72,0.37,0.08,0.09,28%,13%
106,sacred,SaD,1.03,Americas,"['omen', 'sova', 'fade']",vct-challengers,199.9,1.02,67%,130.7,0.73,0.26,0.08,0.09,34%,16%
107,Kehmicals,TOR,1.03,Americas,"['jett', 'raze']",vct-challengers,224.9,1.00,75%,149.4,0.77,0.18,0.15,0.14,21%,11%
108,Kushay,SaD,1.03,Americas,"['omen', 'astra', 'brimstone']",vct-challengers,199.6,0.95,72%,131.1,0.67,0.39,0.12,0.10,30%,21%
109,Momiji,FCN,1.03,Americas,"['viper', 'omen', 'sova']",vct-challengers,202.1,1.01,72%,135.3,0.68,0.34,0.10,0.08,24%,20%
110,furbsa,SAD,1.03,Americas,"['raze', 'jett', 'reyna']",vct-challengers,226.7,1.05,69%,149.3,0.80,0.19,0.17,0.13,33%,10%
111,Truman,WSU,1.03,Americas,"['sova', 'skye']",vct-challengers,203.0,0.85,76%,137.7,0.67,0.38,0.02,0.05,24%,
112,Jonaaa6,FAIM,1.02,Americas,"['viper', 'breach', 'killjoy']",vct-challengers,198.8,1.05,72%,130.5,0.69,0.26,0.08,0.09,32%,11%
113,A1MBOT,Avai,1.02,Americas,"['omen', 'astra', 'viper']",vct-challengers,214.0,1.00,67%,139.6,0.78,0.16,0.05,0.09,33%,9%
114,Sharked,DK,1.02,Americas,"['cypher', 'killjoy']",vct-challengers,199.0,0.93,69%,134.7,0.71,0.19,0.08,0.08,30%,5%
115,bread,BZK,1.02,Americas,['kayo'],vct-challengers,224.0,1.00,65%,134.7,0.78,0.43,0.16,0.11,29%,
116,JSP,NBG,1.02,Americas,"['killjoy', 'omen', 'viper']",vct-challengers,197.2,1.07,69%,136.5,0.69,0.23,0.09,0.05,27%,22%
117,Tsuya,LUC,1.02,Americas,"['chamber', 'jett', 'sova']",vct-challengers,228.9,1.00,74%,148.5,0.79,0.25,0.19,0.18,20%,23%
118,NiSMO,M80,1.02,Americas,"['raze', 'kayo', 'skye']",vct-challengers,189.2,0.98,75%,124.5,0.66,0.48,0.08,0.07,32%,12%
119,LenX,BTR,1.02,Americas,"['viper', 'omen', 'astra']",vct-challengers,206.2,1.02,74%,134.4,0.71,0.37,0.10,0.09,22%,11%
120,sym,TSM,1.02,Americas,"['raze', 'jett', 'kayo']",vct-challengers,241.1,1.06,70%,157.2,0.83,0.21,0.23,0.20,30%,19%
121,sherb,LF8,1.02,Americas,['cypher'],vct-challengers,183.0,1.15,78%,120.4,0.65,0.26,0.09,0.09,36%,
122,Aeric,AxS,1.02,Americas,"['skye', 'omen', 'sova']",vct-challengers,203.9,0.97,69%,140.8,0.70,0.38,0.07,0.09,31%,27%
123,Zoestol,Blue,1.02,Americas,"['astra', 'omen', 'viper']",vct-challengers,177.8,1.01,77%,115.0,0.63,0.41,0.06,0.08,21%,18%
124,stellar,DZ,1.02,Americas,"['fade', 'omen', 'sova']",vct-challengers,182.9,1.00,73%,122.3,0.65,0.33,0.04,0.07,22%,12%
125,BNIPER,UCF.G,1.02,Americas,"['raze', 'jett']",vct-challengers,219.0,0.93,70%,151.2,0.74,0.21,0.20,0.13,28%,11%
126,thief,YFP,1.02,Americas,"['killjoy', 'cypher', 'omen']",vct-challengers,197.1,1.03,72%,127.7,0.72,0.26,0.09,0.08,28%,12%
127,bones,FAIM,1.01,Americas,"['brimstone', 'harbor', 'omen']",vct-challengers,217.1,1.07,72%,140.0,0.75,0.27,0.13,0.15,24%,19%
128,req,SaD,1.01,Americas,"['raze', 'jett', 'astra']",vct-challengers,209.4,1.06,66%,135.3,0.76,0.22,0.10,0.10,45%,16%
129,neptune,FAIM,1.01,Americas,"['kayo', 'fade', 'gekko']",vct-challengers,205.0,1.00,73%,130.8,0.72,0.41,0.09,0.08,32%,16%
130,lazy,111,1.01,Americas,"['raze', 'neon', 'jett']",vct-challengers,231.4,0.98,69%,158.2,0.82,0.14,0.23,0.15,24%,
131,Matt,Burg,1.00,Americas,"['viper', 'killjoy', 'gekko']",vct-challengers,202.8,0.95,68%,138.7,0.70,0.29,0.07,0.08,26%,23%
132,Papicam,ROSE,1.00,Americas,"['cypher', 'killjoy', 'harbor']",vct-challengers,186.8,0.91,70%,127.0,0.64,0.17,0.07,0.06,28%,2%
133,Dogo,Gree,1.00,Americas,"['cypher', 'killjoy', 'raze']",vct-challengers,198.0,1.03,71%,129.5,0.69,0.15,0.09,0.09,24%,19%
134,mummAy,FAIM,1.00,Americas,"['cypher', 'killjoy', 'viper']",vct-challengers,179.7,1.00,70%,114.9,0.65,0.34,0.08,0.08,27%,15%
135,Blahst,FCN,1.00,Americas,"['jett', 'breach', 'killjoy']",vct-challengers,190.8,0.98,71%,125.1,0.68,0.33,0.09,0.08,27%,10%
136,jayrol,DXG,1.00,Americas,"['raze', 'kayo']",vct-challengers,202.5,0.91,63%,129.3,0.71,0.41,0.10,0.10,23%,
137,zeek,Blue,1.00,Americas,"['reyna', 'skye', 'kayo']",vct-challengers,204.7,1.02,72%,134.6,0.72,0.37,0.12,0.11,31%,11%
138,infiltrator,WU,1.00,Americas,"['jett', 'raze', 'neon']",vct-challengers,231.5,1.01,68%,153.1,0.81,0.17,0.19,0.18,26%,20%
139,Kanpeki,TWT,1.00,Americas,"['cypher', 'killjoy', 'kayo']",vct-challengers,195.8,0.99,71%,130.1,0.68,0.35,0.07,0.09,26%,17%
140,Rezek,37,1.00,Americas,"['skye', 'breach']",vct-challengers,224.5,0.88,73%,145.8,0.78,0.30,0.08,0.08,31%,17%
141,Jerk,WU,1.00,Americas,"['sova', 'killjoy', 'cypher']",vct-challengers,187.3,0.98,69%,125.4,0.65,0.19,0.07,0.05,20%,13%
142,BcJ,EG,1.00,Americas,"['fade', 'gekko', 'sova']",vct-challengers,186.3,0.99,74%,122.6,0.64,0.36,0.07,0.09,20%,19%
143,Instxnct,LF8,1.00,Americas,"['raze', 'jett', 'sova']",vct-challengers,209.1,1.03,69%,141.0,0.72,0.20,0.11,0.14,23%,14%
144,acrian,VLYN,0.99,Americas,"['cypher', 'killjoy', 'viper']",vct-challengers,198.8,1.01,71%,135.0,0.69,0.19,0.08,0.08,24%,18%
145,Trick,Luck,0.99,Americas,"['sova', 'gekko', 'kayo']",vct-challengers,212.4,0.98,72%,138.0,0.72,0.35,0.12,0.11,25%,6%
146,tediousdeer2844,TPG,0.99,Americas,"['sova', 'fade']",vct-challengers,166.5,0.88,61%,100.8,0.61,0.21,0.11,0.08,29%,17%
147,jvoh,Wook,0.99,Americas,"['killjoy', 'cypher']",vct-challengers,234.0,0.90,66%,159.7,0.77,0.20,0.03,0.06,25%,11%
148,Cheddy,37,0.99,Americas,['viper'],vct-challengers,226.5,1.00,68%,154.1,0.81,0.16,0.19,0.08,26%,
149,Infinity,OU,0.99,Americas,"['reyna', 'killjoy']",vct-challengers,210.0,0.97,58%,146.3,0.73,0.05,0.18,0.20,40%,11%
150,spoof,Crim,0.99,Americas,"['jett', 'neon', 'reyna']",vct-challengers,220.6,1.05,66%,141.1,0.77,0.18,0.13,0.14,24%,14%
151,wow,LVI,0.99,Americas,"['cypher', 'killjoy']",vct-challengers,201.0,0.79,68%,140.7,0.65,0.25,0.08,0.05,19%,13%
152,Torrify,NBG,0.99,Americas,"['breach', 'sage', 'kayo']",vct-challengers,176.6,0.95,74%,117.6,0.63,0.37,0.07,0.07,26%,14%
153,snirot,NSIC,0.99,Americas,"['kayo', 'breach', 'skye']",vct-challengers,187.8,0.92,69%,126.9,0.67,0.35,0.06,0.10,25%,21%
154,Harmful,TTR,0.99,Americas,"['chamber', 'killjoy', 'jett']",vct-challengers,217.9,1.09,67%,140.6,0.78,0.13,0.20,0.17,34%,14%
155,Snark,EvHz,0.99,Americas,"['kayo', 'viper']",vct-challengers,215.0,0.93,71%,140.6,0.74,0.24,0.08,0.16,23%,
156,surfer,31,0.99,Americas,"['killjoy', 'cypher']",vct-challengers,223.5,0.88,65%,151.6,0.74,0.06,0.00,0.00,24%,
157,aui,Swa,0.99,Americas,"['omen', 'harbor']",vct-challengers,217.0,0.88,68%,138.6,0.76,0.34,0.11,0.11,40%,
158,Metry,(+1),0.99,Americas,"['kayo', 'cypher', 'gekko']",vct-challengers,218.8,0.93,69%,133.9,0.78,0.16,0.03,0.03,23%,7%
159,Teague,TACO,0.98,Americas,"['sova', 'fade', 'skye']",vct-challengers,178.5,0.89,73%,115.6,0.60,0.53,0.07,0.08,22%,12%
160,Veer,LS,0.98,Americas,"['omen', 'kayo']",vct-challengers,182.7,0.88,78%,106.9,0.63,0.40,0.04,0.04,37%,24%
161,zerona,Fish,0.98,Americas,"['sova', 'viper', 'gekko']",vct-challengers,215.4,1.00,74%,146.9,0.74,0.24,0.09,0.10,31%,8%
162,JSIN,UCF.G,0.98,Americas,"['killjoy', 'sova']",vct-challengers,194.2,0.85,75%,132.1,0.61,0.28,0.09,0.05,23%,16%
163,tokyo,ROSE,0.98,Americas,"['cypher', 'jett', 'killjoy']",vct-challengers,210.7,1.08,70%,143.0,0.77,0.13,0.18,0.07,24%,
164,dopey,VZ,0.98,Americas,"['viper', 'killjoy']",vct-challengers,193.3,0.96,69%,136.5,0.69,0.24,0.05,0.08,19%,10%
165,ZachaREEE,CB,0.98,Americas,"['sova', 'chamber', 'cypher']",vct-challengers,208.6,0.98,68%,138.4,0.73,0.19,0.12,0.14,24%,17%
166,renz,MU,0.98,Americas,"['killjoy', 'sova', 'cypher']",vct-challengers,184.0,1.01,71%,120.4,0.68,0.20,0.07,0.07,25%,17%
167,nightz,ASTA,0.97,Americas,"['yoru', 'jett', 'skye']",vct-challengers,230.2,0.96,62%,150.9,0.79,0.26,0.15,0.25,42%,17%
168,zaj,ASTA,0.97,Americas,"['skye', 'killjoy', 'sova']",vct-challengers,203.1,0.85,64%,138.7,0.68,0.22,0.08,0.05,34%,7%
169,bdog,YFP,0.97,Americas,"['breach', 'gekko', 'omen']",vct-challengers,201.5,0.97,71%,129.4,0.70,0.30,0.12,0.13,27%,18%
170,hyjinx,HU,0.97,Americas,"['omen', 'brimstone', 'viper']",vct-challengers,200.2,0.92,72%,136.6,0.71,0.38,0.07,0.13,30%,20%
171,dip,SAD,0.97,Americas,"['chamber', 'omen', 'sova']",vct-challengers,183.1,0.90,69%,123.3,0.62,0.31,0.06,0.08,27%,19%
172,1Frog1,The,0.97,Americas,['jett'],vct-challengers,241.3,1.14,67%,160.3,0.87,0.12,0.21,0.17,39%,
173,mikester,(+2),0.97,Americas,"['skye', 'gekko', 'killjoy']",vct-challengers,217.4,0.93,63%,138.5,0.73,0.20,0.17,0.08,27%,5%
174,neT,M80,0.97,Americas,"['cypher', 'killjoy', 'viper']",vct-challengers,181.7,1.01,70%,122.2,0.66,0.17,0.08,0.08,31%,13%
175,nerve,QOR,0.97,Americas,"['brimstone', 'astra', 'omen']",vct-challengers,176.3,0.93,73%,114.7,0.61,0.42,0.05,0.05,26%,25%
176,Soggy,FAWZ,0.96,Americas,"['jett', 'neon']",vct-challengers,203.5,0.90,55%,124.7,0.74,0.18,0.11,0.24,34%,
177,Tillo,Grif,0.96,Americas,"['sova', 'gekko', 'breach']",vct-challengers,189.4,0.87,64%,132.4,0.64,0.31,0.07,0.09,23%,9%
