,playerName,team,rating,region,agent,playerCategory,playerStatistics.average_combat_score,playerStatistics.kill_deaths,playerStatistics.kill_assists_survived_traded,playerStatistics.average_damage_per_round,playerStatistics.kills_per_round,playerStatistics.assists_per_round,playerStatistics.first_kills_per_round,playerStatistics.first_deaths_per_round,playerStatistics.headshot_percentage,playerStatistics.clutch_success_percentage
420,Contair,GODS,0.68,Americas,"['harbor', 'viper']",vct-challengers,149.0,0.67,61%,99.7,0.54,0.22,0.05,0.02,38%,
421,VolcaN,zZz,0.68,Americas,"['sova', 'fade', 'omen']",vct-challengers,155.8,0.62,59%,104.9,0.53,0.19,0.09,0.04,29%,14%
422,Kip,44,0.68,Americas,"['killjoy', 'omen']",vct-challengers,138.0,0.59,55%,96.0,0.50,0.18,0.02,0.05,41%,
423,In0X,WVU,0.68,Americas,['gekko'],vct-challengers,170.3,0.67,55%,112.1,0.58,0.07,0.11,0.17,41%,
424,Bad,39,0.68,Americas,"['jett', 'raze']",vct-challengers,186.0,0.69,59%,117.3,0.62,0.26,0.15,0.23,21%,
425,Boltzy,WVU,0.68,Americas,"['harbor', 'omen']",vct-challengers,157.0,0.61,58%,102.4,0.51,0.27,0.03,0.14,30%,
426,Rebo,ROSE,0.68,Americas,"['viper', 'sova']",vct-challengers,149.7,0.58,66%,98.3,0.45,0.36,0.02,0.14,14%,22%
427,Easy,UCSB,0.68,Americas,"['cypher', 'neon']",vct-challengers,209.0,0.77,59%,136.9,0.69,0.08,0.08,0.13,26%,
428,cookie,We,0.68,Americas,"['yoru', 'chamber']",vct-challengers,170.0,0.64,63%,109.4,0.60,0.17,0.07,0.13,30%,
429,dedmosVAL,35,0.67,Americas,"['omen', 'viper']",vct-challengers,158.5,0.59,54%,100.6,0.54,0.34,0.14,0.14,33%,
430,HUYNH,FCN,0.67,Americas,"['omen', 'sova', 'brimstone']",vct-challengers,161.3,0.61,65%,100.1,0.52,0.25,0.09,0.14,26%,
431,ryx,GenZ,0.67,Americas,['jett'],vct-challengers,143.0,0.63,61%,98.7,0.50,0.13,0.11,0.24,22%,
432,solution,ROSE,0.67,Americas,"['omen', 'killjoy']",vct-challengers,145.3,0.64,66%,106.8,0.54,0.23,0.07,0.07,46%,20%
433,Kuso,34,0.67,Americas,['omen'],vct-challengers,181.0,0.63,59%,116.5,0.59,0.26,0.03,0.12,21%,
434,He1ji,RyZ,0.67,Americas,"['breach', 'skye']",vct-challengers,148.0,0.66,69%,92.8,0.54,0.29,0.00,0.09,20%,
435,typebait,38,0.66,Americas,"['raze', 'jett']",vct-challengers,158.0,0.72,61%,103.0,0.61,0.08,0.13,0.21,19%,
436,Jonny,64,0.66,Americas,"['jett', 'raze']",vct-challengers,174.3,0.61,53%,118.1,0.53,0.19,0.08,0.27,26%,10%
437,bam,33,0.66,Americas,['raze'],vct-challengers,195.5,0.74,61%,125.9,0.70,0.09,0.12,0.15,18%,
438,Crescent,YDZ.B,0.66,Americas,"['jett', 'kayo', 'skye']",vct-challengers,139.8,0.68,59%,98.9,0.54,0.19,0.05,0.13,31%,
439,weeping,Team,0.66,Americas,"['breach', 'skye']",vct-challengers,161.0,0.61,58%,112.2,0.55,0.26,0.06,0.16,34%,
440,go1den7,29,0.66,Americas,"['omen', 'brimstone']",vct-challengers,172.0,0.57,59%,120.0,0.55,0.24,0.10,0.03,21%,
441,Intu,33,0.66,Americas,"['raze', 'omen']",vct-challengers,188.0,0.55,76%,129.7,0.52,0.52,0.06,0.15,18%,
442,Leone,33,0.66,Americas,"['astra', 'omen']",vct-challengers,155.0,0.62,64%,97.1,0.55,0.36,0.03,0.09,20%,
443,KP,RF.GC,0.65,Americas,"['gekko', 'harbor']",vct-challengers,136.0,0.55,46%,101.7,0.43,0.38,0.03,0.11,30%,
444,screagy,39,0.65,Americas,"['omen', 'gekko']",vct-challengers,166.5,0.64,77%,105.7,0.54,0.49,0.13,0.10,16%,
445,JKronic,Cumb,0.65,Americas,"['sova', 'breach']",vct-challengers,142.3,0.58,55%,95.1,0.48,0.24,0.03,0.08,28%,8%
446,puffy,panda,0.65,Americas,"['sova', 'skye']",vct-challengers,156.0,0.63,58%,114.7,0.53,0.13,0.05,0.08,42%,
447,Stray,30,0.65,Americas,"['raze', 'jett']",vct-challengers,176.0,0.59,50%,118.4,0.57,0.10,0.03,0.27,21%,17%
448,yuno,33,0.65,Americas,"['skye', 'sage']",vct-challengers,160.0,0.59,45%,94.2,0.52,0.24,0.06,0.18,43%,
449,Schlemy,LF8,0.65,Americas,"['fade', 'phoenix']",vct-challengers,153.0,0.50,58%,102.0,0.43,0.28,0.03,0.03,13%,
450,Snackz,38,0.64,Americas,"['yoru', 'raze']",vct-challengers,182.0,0.66,58%,117.5,0.61,0.21,0.21,0.11,16%,
451,Neptune,33,0.64,Americas,"['killjoy', 'cypher']",vct-challengers,178.0,0.66,48%,117.4,0.58,0.09,0.12,0.21,32%,
452,Papi,NBG,0.63,Americas,"['cypher', 'omen']",vct-challengers,152.0,0.58,59%,113.7,0.51,0.19,0.06,0.06,27%,
453,juice,31,0.63,Americas,"['killjoy', 'cypher']",vct-challengers,181.5,0.67,65%,118.6,0.65,0.03,0.10,0.06,48%,
454,Precyse,30,0.63,Americas,"['skye', 'killjoy']",vct-challengers,156.5,0.52,53%,111.0,0.47,0.03,0.03,0.03,23%,
455,ImGabriel,Erin,0.63,Americas,"['skye', 'gekko']",vct-challengers,125.0,0.55,47%,83.0,0.44,0.11,0.03,0.03,22%,50%
456,hunar,30,0.63,Americas,"['fade', 'sova']",vct-challengers,141.5,0.46,47%,105.9,0.43,0.27,0.03,0.10,27%,
457,wrld,LUX,0.63,Americas,['cypher'],vct-challengers,130.5,0.55,44%,95.5,0.47,0.24,0.06,0.09,17%,
458,ramsito,LUX,0.62,Americas,"['sova', 'gekko']",vct-challengers,117.0,0.59,50%,83.8,0.47,0.12,0.00,0.12,33%,40%
459,CANADIAN,SCC,0.62,Americas,"['raze', 'jett']",vct-challengers,159.3,0.61,59%,108.7,0.54,0.16,0.13,0.30,25%,11%
460,Zeus,42,0.62,Americas,"['killjoy', 'cypher']",vct-challengers,164.5,0.65,60%,110.9,0.57,0.14,0.14,0.10,25%,50%
461,PokerFace,33,0.62,Americas,"['omen', 'viper']",vct-challengers,130.5,0.52,55%,94.9,0.42,0.18,0.00,0.15,25%,
462,hyelpzera,33,0.61,Americas,"['viper', 'sova']",vct-challengers,132.5,0.54,52%,85.1,0.45,0.09,0.12,0.06,21%,
463,aru,F5,0.61,Americas,"['gekko', 'fade']",vct-challengers,121.5,0.55,58%,91.3,0.45,0.25,0.00,0.05,18%,
464,Window,35,0.61,Americas,['omen'],vct-challengers,153.5,0.60,63%,99.1,0.51,0.29,0.03,0.09,14%,17%
465,vasperal,32,0.61,Americas,['cypher'],vct-challengers,153.5,0.55,63%,103.8,0.53,0.16,0.00,0.09,27%,
466,k0rupt,NA,0.60,Americas,"['omen', 'viper', 'deadlock']",vct-challengers,154.8,0.65,61%,101.2,0.53,0.15,0.14,0.14,28%,22%
467,Jello,SCC.A,0.60,Americas,"['gekko', 'fade', 'skye']",vct-challengers,138.0,0.52,59%,90.6,0.46,0.21,0.04,0.09,25%,15%
468,br9dy,Illu,0.60,Americas,"['reyna', 'raze']",vct-challengers,159.0,0.57,55%,105.0,0.52,0.16,0.13,0.16,22%,
469,Kehnys,DXG,0.60,Americas,['killjoy'],vct-challengers,115.0,0.50,50%,90.8,0.37,0.05,0.03,0.13,20%,
470,Benderr,34,0.60,Americas,"['omen', 'breach']",vct-challengers,136.5,0.50,59%,98.6,0.44,0.18,0.09,0.18,21%,
471,Goat,30,0.60,Americas,"['cypher', 'reyna']",vct-challengers,169.0,0.57,57%,110.6,0.57,0.17,0.07,0.10,26%,
472,Hydroxic,YDZ.I,0.60,Americas,"['sova', 'skye']",vct-challengers,151.0,0.50,51%,95.8,0.43,0.17,0.03,0.09,30%,
473,NAMI,AxS,0.60,Americas,"['raze', 'jett']",vct-challengers,157.5,0.57,56%,108.7,0.49,0.23,0.15,0.23,24%,
474,roccomax,Avai,0.60,Americas,"['jett', 'raze']",vct-challengers,153.5,0.62,57%,102.3,0.52,0.17,0.17,0.22,24%,
475,Typhon,38,0.60,Americas,['omen'],vct-challengers,130.0,0.52,63%,86.7,0.42,0.34,0.05,0.16,23%,
476,teeson,42,0.60,Americas,"['kayo', 'breach']",vct-challengers,142.5,0.49,64%,101.8,0.43,0.40,0.07,0.10,22%,
477,toxik,MSU,0.59,Americas,"['viper', 'brimstone']",vct-challengers,150.0,0.50,45%,100.8,0.45,0.19,0.03,0.10,28%,
478,Xander,Six,0.59,Americas,"['viper', 'omen']",vct-challengers,154.0,0.58,61%,100.8,0.47,0.21,0.08,0.16,42%,20%
479,shes,mine,0.59,Americas,"['reyna', 'raze']",vct-challengers,171.0,0.57,50%,109.7,0.53,0.20,0.07,0.27,10%,50%
480,SimteK,MRC,0.59,Americas,"['omen', 'viper']",vct-challengers,125.0,0.48,47%,82.0,0.39,0.18,0.08,0.13,33%,
481,Potatoe,DTL,0.59,Americas,['viper'],vct-challengers,149.5,0.50,72%,96.3,0.44,0.36,0.03,0.08,10%,
482,Brush,IluZ,0.58,Americas,['cypher'],vct-challengers,123.5,0.52,50%,89.2,0.43,0.18,0.05,0.15,26%,29%
483,toki,30,0.58,Americas,"['brimstone', 'omen']",vct-challengers,146.5,0.50,53%,85.1,0.47,0.23,0.00,0.10,23%,
484,Bob,Ross,0.58,Americas,"['sova', 'viper']",vct-challengers,140.0,0.50,57%,95.7,0.46,0.14,0.00,0.00,31%,
485,Kimchi,28,0.58,Americas,"['raze', 'jett']",vct-challengers,154.0,0.50,57%,106.2,0.46,0.14,0.04,0.21,19%,
486,Drios,ASU,0.58,Americas,"['killjoy', 'sova']",vct-challengers,141.0,0.53,47%,94.0,0.47,0.15,0.03,0.12,22%,
487,Rano,HU,0.57,Americas,"['skye', 'viper', 'kayo']",vct-challengers,107.0,0.50,63%,66.8,0.35,0.35,0.04,0.17,16%,18%
488,kipp,44,0.57,Americas,"['reyna', 'viper']",vct-challengers,158.0,0.56,52%,106.2,0.50,0.23,0.14,0.11,23%,
489,baze,UGA,0.57,Americas,"['omen', 'brimstone']",vct-challengers,118.5,0.48,50%,75.3,0.42,0.25,0.03,0.11,30%,
490,NUTHIOM,34,0.56,Americas,"['gekko', 'sova']",vct-challengers,128.5,0.50,53%,97.6,0.44,0.18,0.00,0.15,36%,14%
491,mFH,THNK,0.56,Americas,"['kayo', 'harbor']",vct-challengers,93.0,0.47,56%,69.4,0.36,0.15,0.03,0.08,19%,14%
492,Panda,31,0.56,Americas,"['viper', 'omen']",vct-challengers,130.0,0.41,52%,85.9,0.39,0.26,0.06,0.03,32%,
493,Cell,38,0.56,Americas,['viper'],vct-challengers,121.5,0.54,63%,85.8,0.39,0.26,0.05,0.18,21%,
494,sambae,Wook,0.56,Americas,"['kayo', 'sova']",vct-challengers,123.0,0.55,60%,87.6,0.46,0.29,0.06,0.17,42%,17%
495,SpookeyDog,UCSB,0.56,Americas,"['gekko', 'clove']",vct-challengers,134.0,0.55,64%,89.2,0.46,0.38,0.05,0.05,24%,40%
496,daveX3,LUX,0.56,Americas,"['viper', 'astra']",vct-challengers,141.0,0.53,53%,91.4,0.47,0.21,0.06,0.15,25%,
497,StaGGeR,43,0.56,Americas,"['breach', 'kayo']",vct-challengers,113.5,0.44,53%,79.7,0.35,0.44,0.05,0.09,27%,17%
498,Mueda,FCTP,0.55,Americas,"['kayo', 'skye']",vct-challengers,127.0,0.53,61%,80.2,0.45,0.30,0.06,0.17,31%,13%
499,Ev0,CC,0.55,Americas,['killjoy'],vct-challengers,128.5,0.52,61%,95.8,0.42,0.21,0.05,0.11,24%,
500,niveK,64,0.54,Americas,"['omen', 'clove', 'viper']",vct-challengers,155.3,0.49,56%,107.4,0.47,0.23,0.09,0.16,23%,
501,Buh,Lah,0.54,Americas,"['sova', 'breach']",vct-challengers,178.0,0.56,55%,115.6,0.55,0.21,0.12,0.24,27%,
502,Toshi,Yonk,0.54,Americas,"['raze', 'jett']",vct-challengers,170.5,0.57,64%,109.5,0.54,0.15,0.13,0.28,27%,
503,CRUNCH,Illu,0.54,Americas,"['sova', 'reyna']",vct-challengers,137.5,0.45,46%,93.1,0.40,0.09,0.09,0.11,36%,
504,Teey,RyZ,0.53,Americas,"['fade', 'sova']",vct-challengers,129.5,0.46,53%,83.3,0.41,0.31,0.03,0.03,22%,
505,karizma,NA,0.52,Americas,"['raze', 'jett']",vct-challengers,170.5,0.64,53%,108.8,0.58,0.13,0.15,0.35,27%,
506,cookie,28,0.50,Americas,"['cypher', 'sova']",vct-challengers,144.5,0.48,43%,104.4,0.46,0.04,0.07,0.21,28%,
507,Robbie,Arch,0.49,Americas,"['raze', 'jett']",vct-challengers,141.7,0.57,52%,93.2,0.51,0.13,0.13,0.24,20%,33%
508,beeb,34,0.49,Americas,"['killjoy', 'jett']",vct-challengers,139.5,0.50,47%,92.8,0.47,0.12,0.03,0.18,17%,
509,Yzn,Team,0.49,Americas,"['killjoy', 'cypher']",vct-challengers,105.7,0.41,53%,73.9,0.33,0.15,0.03,0.09,28%,13%
510,Bonfire,RTL,0.49,Americas,"['deadlock', 'cypher']",vct-challengers,158.0,0.52,53%,110.1,0.50,0.17,0.00,0.17,30%,
511,Redefy,No,0.48,Americas,"['kayo', 'viper']",vct-challengers,118.0,0.35,53%,78.8,0.32,0.37,0.05,0.16,33%,
512,Swifts,DK,0.48,Americas,"['raze', 'jett']",vct-challengers,150.8,0.54,55%,97.4,0.51,0.11,0.15,0.28,25%,
513,Fizzy,Valk,0.48,Americas,['breach'],vct-challengers,136.5,0.42,69%,96.5,0.36,0.36,0.10,0.07,28%,
514,JamKes,TM.B,0.47,Americas,"['sova', 'skye']",vct-challengers,159.0,0.47,52%,115.3,0.45,0.19,0.06,0.23,21%,
515,Flonson,AWAK,0.47,Americas,"['viper', 'cypher']",vct-challengers,108.0,0.45,59%,67.4,0.36,0.15,0.03,0.15,39%,
516,shimoda,33,0.47,Americas,"['fade', 'kayo']",vct-challengers,84.0,0.25,48%,60.6,0.21,0.18,0.03,0.09,16%,
517,Tootsie,YDZ.GC,0.46,Americas,"['harbor', 'viper']",vct-challengers,104.5,0.35,37%,75.9,0.29,0.08,0.00,0.08,15%,
518,POTATOMUNCHA,43,0.46,Americas,"['cypher', 'viper']",vct-challengers,119.5,0.52,53%,80.6,0.40,0.16,0.07,0.16,33%,
519,Aniemal,Wild,0.45,Americas,"['killjoy', 'cypher']",vct-challengers,131.5,0.49,54%,85.6,0.41,0.15,0.09,0.17,21%,
520,Nein,37,0.45,Americas,['jett'],vct-challengers,161.0,0.54,57%,101.6,0.51,0.19,0.14,0.30,22%,
521,bray,33,0.45,Americas,['raze'],vct-challengers,150.5,0.57,48%,98.0,0.52,0.12,0.09,0.33,21%,
522,scars,33,0.44,Americas,"['breach', 'gekko']",vct-challengers,116.0,0.46,42%,76.4,0.39,0.15,0.06,0.06,32%,
523,ImRonalddd,(+1),0.44,Americas,"['sova', 'deadlock', 'cypher']",vct-challengers,108.3,0.36,52%,76.7,0.31,0.17,0.06,0.09,14%,13%
524,luna,30,0.44,Americas,"['astra', 'omen']",vct-challengers,92.5,0.44,53%,51.8,0.40,0.10,0.03,0.17,21%,10%
525,p3w,Team,0.44,Americas,['omen'],vct-challengers,104.5,0.38,45%,69.7,0.35,0.26,0.06,0.16,29%,
526,jake,CSP,0.44,Americas,['raze'],vct-challengers,136.5,0.50,57%,101.8,0.43,0.19,0.11,0.30,18%,
527,Bon,AxS,0.44,Americas,"['killjoy', 'cypher']",vct-challengers,99.5,0.38,46%,76.3,0.31,0.11,0.03,0.06,16%,14%
528,winderz,Frac,0.43,Americas,"['raze', 'jett']",vct-challengers,135.5,0.47,40%,81.1,0.47,0.07,0.10,0.23,22%,
529,Fuazy,31,0.42,Americas,"['deadlock', 'gekko']",vct-challengers,138.0,0.47,42%,82.9,0.45,0.13,0.13,0.19,23%,
530,Catpeeman,Swa,0.41,Americas,"['gekko', 'skye']",vct-challengers,116.5,0.38,53%,74.7,0.37,0.27,0.07,0.23,17%,
531,VeLo,Team,0.41,Americas,['raze'],vct-challengers,116.0,0.35,53%,80.1,0.31,0.14,0.14,0.14,30%,
532,zone,30,0.40,Americas,"['killjoy', 'kayo']",vct-challengers,89.0,0.22,57%,66.4,0.20,0.30,0.00,0.23,21%,
533,Djam,GMU,0.40,Americas,"['viper', 'sova']",vct-challengers,92.5,0.43,40%,63.8,0.38,0.08,0.05,0.10,39%,
534,Huge,38,0.39,Americas,['killjoy'],vct-challengers,83.0,0.34,42%,57.7,0.29,0.08,0.03,0.16,27%,25%
535,Greenmonkey,38,0.39,Americas,['cypher'],vct-challengers,101.5,0.41,53%,66.9,0.34,0.18,0.03,0.13,14%,
536,tsalad,34,0.39,Americas,"['sova', 'viper']",vct-challengers,101.5,0.42,59%,66.6,0.38,0.15,0.06,0.21,22%,
537,deeegs,33,0.39,Americas,"['viper', 'omen']",vct-challengers,115.5,0.33,45%,81.3,0.30,0.24,0.00,0.06,15%,
538,law,Equi,0.38,Americas,"['kayo', 'skye']",vct-challengers,87.5,0.28,53%,63.9,0.25,0.31,0.00,0.09,18%,25%
539,night,30,0.38,Americas,"['gekko', 'harbor']",vct-challengers,111.5,0.32,43%,78.7,0.30,0.20,0.10,0.13,19%,
540,Euphoric,35,0.37,Americas,"['killjoy', 'cypher']",vct-challengers,129.5,0.39,46%,85.9,0.37,0.23,0.09,0.17,27%,
541,V0NS,Valo,0.37,Americas,"['neon', 'chamber']",vct-challengers,100.0,0.40,43%,75.4,0.32,0.16,0.03,0.22,14%,33%
542,x0tek,MAD.SC,0.37,Americas,"['kayo', 'cypher']",vct-challengers,86.0,0.26,53%,55.8,0.24,0.47,0.00,0.11,19%,
543,iudex,33,0.36,Americas,"['omen', 'viper']",vct-challengers,98.5,0.37,48%,65.4,0.33,0.12,0.00,0.06,18%,
544,Cole,30,0.36,Americas,['skye'],vct-challengers,107.0,0.36,47%,76.4,0.33,0.13,0.03,0.27,43%,11%
545,Evade,33,0.36,Americas,"['jett', 'raze']",vct-challengers,119.0,0.38,52%,86.8,0.36,0.15,0.06,0.12,30%,
546,Coastin,30,0.36,Americas,"['jett', 'killjoy']",vct-challengers,104.0,0.39,57%,69.9,0.37,0.17,0.03,0.10,22%,
547,miri,28,0.36,Americas,"['breach', 'reyna']",vct-challengers,88.5,0.33,46%,60.1,0.32,0.11,0.00,0.21,23%,
548,Sparticus,OneD,0.35,Americas,"['fade', 'viper']",vct-challengers,84.0,0.23,43%,60.1,0.20,0.23,0.06,0.14,16%,
549,nimbus,Lion,0.33,Americas,"['killjoy', 'cypher']",vct-challengers,107.0,0.31,34%,76.2,0.31,0.14,0.03,0.14,9%,
550,Uncreative,Elat,0.33,Americas,"['breach', 'sage']",vct-challengers,89.0,0.38,55%,66.6,0.33,0.30,0.03,0.13,25%,
551,KDS,HT,0.31,Americas,['raze'],vct-challengers,105.5,0.33,44%,78.9,0.31,0.06,0.13,0.34,14%,
552,brezi,Team,0.30,Americas,"['skye', 'viper']",vct-challengers,68.0,0.19,43%,47.9,0.17,0.27,0.03,0.23,18%,
553,Sujbubby,30,0.28,Americas,"['brimstone', 'omen']",vct-challengers,93.5,0.31,33%,66.5,0.30,0.13,0.00,0.17,19%,
554,MEDC,BZK,0.27,Americas,['gekko'],vct-challengers,105.5,0.31,51%,77.9,0.28,0.41,0.03,0.15,23%,
555,Zenitsu,41,0.27,Americas,"['viper', 'killjoy']",vct-challengers,74.0,0.26,46%,55.8,0.22,0.17,0.02,0.24,23%,20%
556,pchu,30,0.25,Americas,['viper'],vct-challengers,92.5,0.32,30%,67.4,0.30,0.10,0.00,0.40,28%,
557,tora,33,0.22,Americas,['sova'],vct-challengers,85.5,0.32,33%,63.2,0.30,0.03,0.00,0.12,44%,
558,Smisek,29,0.19,Americas,['viper'],vct-challengers,61.5,0.14,34%,47.8,0.14,0.21,0.03,0.24,7%,14%
559,vader,32,0.18,Americas,"['jett', 'raze']",vct-challengers,82.5,0.30,41%,55.1,0.28,0.09,0.03,0.34,23%,
560,Jacob,31,0.18,Americas,"['kayo', 'raze']",vct-challengers,91.0,0.27,39%,56.2,0.26,0.19,0.10,0.29,11%,
561,Badtz,Maru,0.16,Americas,"['raze', 'jett']",vct-challengers,78.5,0.24,30%,65.9,0.23,0.03,0.03,0.17,25%,
562,BlissfulDeer,28,0.14,Americas,"['omen', 'killjoy']",vct-challengers,79.5,0.18,36%,58.1,0.18,0.18,0.07,0.18,19%,
563,rivo,36,1.33,EMEA,['cypher'],vct-challengers,245.5,1.27,75%,167.9,0.92,0.17,0.06,0.03,23%,21%
564,purp0,GX,1.31,EMEA,"['sova', 'skye']",vct-challengers,258.0,1.55,83%,165.4,0.92,0.19,0.03,0.11,33%,33%
565,kaajak,APK,1.31,EMEA,"['yoru', 'neon', 'jett']",vct-challengers,273.9,1.50,75%,174.1,1.00,0.17,0.23,0.14,39%,15%
566,Fezisss,RBT,1.28,EMEA,"['astra', 'cypher']",vct-challengers,234.3,1.35,76%,153.9,0.83,0.39,0.13,0.07,30%,25%
567,Razziss,LONE,1.26,EMEA,['jett'],vct-challengers,240.7,1.40,76%,158.2,0.90,0.13,0.16,0.13,32%,
568,Lime,FKS,1.24,EMEA,"['jett', 'raze', 'killjoy']",vct-challengers,247.4,1.34,72%,158.7,0.88,0.22,0.15,0.13,34%,22%
569,Filu,DSY,1.23,EMEA,"['jett', 'yoru', 'raze']",vct-challengers,255.9,1.35,74%,165.4,0.94,0.19,0.22,0.15,32%,24%
570,wackie,DSY,1.23,EMEA,"['raze', 'omen', 'killjoy']",vct-challengers,230.8,1.34,78%,147.4,0.82,0.36,0.11,0.08,29%,20%
571,Vuubit,GMB,1.22,EMEA,"['omen', 'viper', 'deadlock']",vct-challengers,237.9,1.30,76%,158.0,0.88,0.22,0.11,0.08,45%,11%
572,Martux,MZP,1.22,EMEA,"['deadlock', 'kayo']",vct-challengers,259.5,1.12,65%,166.4,0.88,0.51,0.14,0.09,27%,
573,Izzy,EF,1.21,EMEA,"['jett', 'raze', 'omen']",vct-challengers,261.6,1.33,73%,167.0,0.93,0.16,0.21,0.15,28%,14%
574,Ruxic,FF,1.21,EMEA,"['viper', 'omen']",vct-challengers,243.9,1.28,77%,159.8,0.84,0.35,0.12,0.08,27%,17%
575,Kıllua,NEAN,1.20,EMEA,['yoru'],vct-challengers,242.0,1.20,76%,154.3,0.87,0.25,0.22,0.10,45%,25%
576,zeikosha,INF,1.20,EMEA,"['cypher', 'viper', 'killjoy']",vct-challengers,206.3,1.34,69%,143.4,0.76,0.24,0.04,0.10,32%,9%
577,harambe,LGC,1.20,EMEA,"['raze', 'jett', 'omen']",vct-challengers,245.8,1.26,71%,162.7,0.88,0.19,0.18,0.13,23%,14%
578,Sayonara,FNC,1.20,EMEA,"['yoru', 'cypher', 'sova']",vct-challengers,253.2,1.31,75%,164.3,0.90,0.30,0.13,0.10,33%,16%
579,soulcas,APK,1.19,EMEA,"['sova', 'viper', 'raze']",vct-challengers,225.2,1.31,75%,146.7,0.79,0.39,0.08,0.07,36%,16%
580,Lar0k,BCF,1.18,EMEA,"['phoenix', 'kayo', 'gekko']",vct-challengers,207.6,1.17,74%,135.5,0.74,0.38,0.08,0.08,31%,21%
581,PROFEK,BBL,1.18,EMEA,"['omen', 'viper', 'astra']",vct-challengers,214.0,1.29,76%,142.0,0.78,0.35,0.09,0.07,29%,14%
582,Proxh,63,1.18,EMEA,"['omen', 'viper', 'astra']",vct-challengers,239.3,1.23,71%,161.6,0.84,0.27,0.13,0.10,25%,33%
583,Happen,PXU,1.17,EMEA,"['fade', 'sova']",vct-challengers,218.8,1.17,76%,146.5,0.77,0.33,0.07,0.05,25%,16%
584,standoff,PCF,1.17,EMEA,"['jett', 'raze']",vct-challengers,277.5,1.18,64%,191.8,0.91,0.25,0.25,0.16,29%,33%
585,AsLanM4shadoW,S2G,1.17,EMEA,"['omen', 'brimstone', 'killjoy']",vct-challengers,234.7,1.15,76%,154.2,0.83,0.29,0.05,0.06,31%,21%
586,Leare,IGW,1.17,EMEA,"['jett', 'raze', 'killjoy']",vct-challengers,272.9,1.21,69%,171.0,0.95,0.11,0.20,0.16,28%,8%
587,Vitie,Uzhi,1.17,EMEA,"['astra', 'viper', 'omen']",vct-challengers,227.9,1.13,76%,148.7,0.80,0.39,0.08,0.07,29%,25%
588,hiro,FNC,1.17,EMEA,"['kayo', 'skye', 'breach']",vct-challengers,206.7,1.18,75%,141.0,0.75,0.40,0.07,0.08,30%,29%
589,Click,SK,1.16,EMEA,"['jett', 'raze']",vct-challengers,269.3,1.23,70%,174.1,0.97,0.13,0.28,0.18,36%,22%
590,FakeAnanas,S4,1.16,EMEA,"['skye', 'kayo', 'gekko']",vct-challengers,215.0,1.11,77%,144.2,0.77,0.41,0.05,0.10,29%,40%
591,haint,VIS,1.16,EMEA,"['skye', 'sova']",vct-challengers,189.3,1.13,76%,128.4,0.69,0.31,0.07,0.02,38%,33%
592,kamyk,JL,1.16,EMEA,"['sage', 'breach', 'kayo']",vct-challengers,216.5,1.19,75%,144.6,0.79,0.38,0.07,0.09,33%,19%
593,xeus,EF,1.16,EMEA,"['raze', 'jett', 'neon']",vct-challengers,260.1,1.20,70%,170.4,0.91,0.17,0.20,0.17,29%,19%
594,DaviH,CGN,1.15,EMEA,"['sova', 'fade', 'sage']",vct-challengers,199.1,1.19,73%,137.6,0.70,0.30,0.06,0.05,23%,15%
595,SummonHalfa,AXL,1.15,EMEA,"['kayo', 'breach']",vct-challengers,198.0,1.15,83%,126.4,0.76,0.46,0.05,0.02,28%,
596,xuss,MOUZ,1.15,EMEA,"['raze', 'jett', 'yoru']",vct-challengers,242.2,1.25,73%,155.7,0.86,0.14,0.22,0.13,25%,12%
597,B1SK,ZYG,1.15,EMEA,"['jett', 'raze', 'neon']",vct-challengers,232.6,1.28,72%,155.0,0.85,0.15,0.20,0.14,22%,20%
598,krejzzs,FIVE,1.15,EMEA,"['raze', 'chamber', 'jett']",vct-challengers,254.8,1.16,68%,170.3,0.90,0.13,0.19,0.19,31%,11%
599,waddle,DSY,1.14,EMEA,"['sage', 'sova', 'gekko']",vct-challengers,194.3,1.20,79%,131.1,0.70,0.33,0.06,0.05,30%,22%
600,NoMan,RA,1.14,EMEA,"['viper', 'jett', 'gekko']",vct-challengers,236.0,1.23,71%,150.7,0.92,0.24,0.19,0.10,24%,14%
601,AvovA,APK,1.14,EMEA,"['viper', 'omen', 'brimstone']",vct-challengers,188.7,1.22,78%,122.8,0.70,0.36,0.07,0.07,40%,28%
602,Destrian,HGE,1.14,EMEA,"['omen', 'sova', 'fade']",vct-challengers,201.7,1.18,74%,130.5,0.74,0.26,0.09,0.03,24%,24%
603,DaGG3r,FLK,1.14,EMEA,"['sova', 'fade']",vct-challengers,192.5,1.10,69%,135.9,0.72,0.27,0.06,0.06,46%,21%
604,xenp1o,RV,1.13,EMEA,"['cypher', 'killjoy']",vct-challengers,219.3,1.16,66%,160.2,0.75,0.22,0.12,0.07,26%,9%
605,Minny,GN,1.13,EMEA,"['cypher', 'killjoy', 'skye']",vct-challengers,216.4,1.24,73%,143.7,0.78,0.19,0.09,0.07,31%,18%
606,Cantzer,EE,1.13,EMEA,"['viper', 'sova', 'cypher']",vct-challengers,217.1,1.08,64%,143.3,0.75,0.24,0.09,0.05,31%,18%
607,CyvOph,MDR,1.13,EMEA,"['raze', 'gekko', 'sage']",vct-challengers,237.9,1.19,75%,156.5,0.84,0.26,0.13,0.11,24%,11%
